Titel,URL,Hash,Revision,Last Modified,Ist Spiegel+,Text-Dateiname,HTML-Dateiname
Investitionspaket_ Was bringt das neue Klima-Geld_,https://www.spiegel.de/wissenschaft/natur/investitionspaket-was-bringt-das-neue-klima-geld-a-ccd7eae5-ca60-4e4a-aef0-93b59d0c581a,2bd066,0,2025-03-21T16:39:00+01:00,False,Investitionspaket_ Was bringt das neue Klima-Geld__2bd066.txt,Investitionspaket_ Was bringt das neue Klima-Geld__2bd066.html
+Corona-Beginn vor fünf Jahren_ So blickt Virologin Melanie Brinkmann auf die Zeit zurück,https://www.spiegel.de/wissenschaft/medizin/corona-beginn-vor-fuenf-jahren-so-blickt-virologin-melanie-brinkmann-auf-die-zeit-zurueck-a-a09b6b5b-8574-490d-b003-f0f863a84aa1,3de1b3,0,2025-03-22T19:14:00+01:00,True,,+Corona-Beginn vor fünf Jahren_ So blickt Virologin Melanie Brinkmann auf die Zeit zurück_3de1b3.html
Wetter in Griechenland_ Von 31 Grad zu Schnee,https://www.spiegel.de/wissenschaft/natur/wetter-in-griechenland-von-31-grad-zu-schnee-a-648c4489-03db-47a5-a2c1-d801e8395dff,8bcd0a,0,2025-03-16T20:07:00+01:00,False,Wetter in Griechenland_ Von 31 Grad zu Schnee_8bcd0a.txt,Wetter in Griechenland_ Von 31 Grad zu Schnee_8bcd0a.html
+Germanwings-Tragödie vor zehn Jahren_ »Das war wie an 9_11«,https://www.spiegel.de/wissenschaft/technik/germanwings-tragoedie-vor-zehn-jahren-das-war-wie-an-9-11-a-ee456cf7-0d4e-4807-ac79-6b025fc7dc58,7cb7f6,0,2025-03-06T13:00:00+01:00,True,,+Germanwings-Tragödie vor zehn Jahren_ »Das war wie an 9_11«_7cb7f6.html
+USA unter Donald Trump_ Harvard-Professor Steven Levitsky sieht Ende der Demokratie,https://www.spiegel.de/wissenschaft/usa-unter-donald-trump-harvard-professor-steven-levitsky-sieht-ende-der-demokratie-a-e5dc7d7f-5d18-4b21-9078-4175d6c5ad66,42013e,0,2025-03-21T13:00:00+01:00,True,,+USA unter Donald Trump_ Harvard-Professor Steven Levitsky sieht Ende der Demokratie_42013e.html
Kriminalfall der Urzeit_ Massengrab riesiger Amphibien in Wyoming entdeckt,https://www.spiegel.de/wissenschaft/natur/kriminalfall-der-urzeit-massengrab-riesiger-amphibien-in-wyoming-entdeckt-a-1ecbb873-4428-4dbc-81db-14efeecac5e1,4db63e,0,2025-04-03T12:36:00+02:00,False,Kriminalfall der Urzeit_ Massengrab riesiger Amphibien in Wyoming entdeckt_4db63e.txt,Kriminalfall der Urzeit_ Massengrab riesiger Amphibien in Wyoming entdeckt_4db63e.html
KI-Trainingsdaten_ Hat Metas Llama meine Bücher gelesen_ - Kolumne,https://www.spiegel.de/wissenschaft/mensch/ki-trainingsdaten-hat-metas-llama-meine-buecher-gelesen-kolumne-a-80365448-7759-45b2-8e7e-b479ca3853a9,ead6ed,0,2025-03-30T21:16:00+02:00,False,KI-Trainingsdaten_ Hat Metas Llama meine Bücher gelesen_ - Kolumne_ead6ed.txt,KI-Trainingsdaten_ Hat Metas Llama meine Bücher gelesen_ - Kolumne_ead6ed.html
+Island_ Forschende erwarten unruhige Zeiten auf Reykjanes-Halbinsel,https://www.spiegel.de/wissenschaft/natur/island-forschende-erwarten-unruhige-zeiten-auf-reykjanes-halbinsel-a-c43d20a0-f95a-4406-83a4-ff5b2b356e66,f743e2,0,2025-04-07T16:56:00+02:00,True,,+Island_ Forschende erwarten unruhige Zeiten auf Reykjanes-Halbinsel_f743e2.html
Klon- und Gen-Forschung_ Von der Maus zum Mammut_,https://www.spiegel.de/wissenschaft/natur/klon-und-gen-forschung-von-der-maus-zum-mammut-a-c8ccc39f-c8a1-4d88-bce7-c5be31bc5197,7775a0,0,2025-03-18T19:16:00+01:00,False,Klon- und Gen-Forschung_ Von der Maus zum Mammut__7775a0.txt,Klon- und Gen-Forschung_ Von der Maus zum Mammut__7775a0.html
"Blue Ghost, Athena & Co. auf dem Mond_ Das neue Weltraum-Wettrennen – Podcast",https://www.spiegel.de/wissenschaft/blue-ghost-athena-co-auf-dem-mond-das-neue-weltraum-wettrennen-podcast-a-f8952b72-77b2-4b2b-a333-4ab5f4b918eb,1c42af,0,2025-03-11T19:58:00+01:00,False,"Blue Ghost, Athena & Co. auf dem Mond_ Das neue Weltraum-Wettrennen – Podcast_1c42af.txt","Blue Ghost, Athena & Co. auf dem Mond_ Das neue Weltraum-Wettrennen – Podcast_1c42af.html"
Partielle Sonnenfinsternis_ Am Samstag sieht die Sonne etwas angeknabbert aus,https://www.spiegel.de/wissenschaft/natur/sonnenfinsternis-am-samstag-sieht-die-sonne-etwas-angeknabbert-aus-a-35e7933e-cd64-4a14-a50e-a3ce22207db6,1e291b,0,2025-03-29T10:05:00+01:00,False,Partielle Sonnenfinsternis_ Am Samstag sieht die Sonne etwas angeknabbert aus_1e291b.txt,Partielle Sonnenfinsternis_ Am Samstag sieht die Sonne etwas angeknabbert aus_1e291b.html
+Corona-Pandemie begann vor 5 Jahren_ So blickt Jens Spahn auf die Zeit zurück,https://www.spiegel.de/wissenschaft/medizin/corona-pandemie-begann-vor-5-jahren-so-blickt-jens-spahn-auf-die-zeit-zurueck-a-ad99995a-17b3-4b9a-a04f-fb1d6cdb2d2d,11fcb3,0,2025-03-22T15:28:00+01:00,True,,+Corona-Pandemie begann vor 5 Jahren_ So blickt Jens Spahn auf die Zeit zurück_11fcb3.html
"+Deutschland_ Klimaschutz im Sondervermögen vernachlässigt, Aufstockung nötig",https://www.spiegel.de/wissenschaft/deutschland-klimaschutz-im-sondervermoegen-vernachlaessigt-aufstockung-noetig-a-0c7d614b-1811-460d-b91d-1ddb25db70b2,8b1e71,0,2025-03-14T13:35:00+01:00,True,,"+Deutschland_ Klimaschutz im Sondervermögen vernachlässigt, Aufstockung nötig_8b1e71.html"
Erdbeben in Myanmar_ Wie lange kann ein Mensch unter Trümmern überleben_,https://www.spiegel.de/wissenschaft/medizin/erdbeben-in-myanmar-wie-lange-kann-ein-mensch-unter-truemmern-ueberleben-a-45ffe439-abca-45bc-9173-b01a01d12b68,d3f488,0,2025-04-02T14:26:00+02:00,False,Erdbeben in Myanmar_ Wie lange kann ein Mensch unter Trümmern überleben__d3f488.txt,Erdbeben in Myanmar_ Wie lange kann ein Mensch unter Trümmern überleben__d3f488.html
+Rauchen_ Val Kilmer und David Lynch sind tot - wir müssen über die unsichtbare Epidemie sprechen,https://www.spiegel.de/wissenschaft/rauchen-val-kilmer-und-david-lynch-sind-tot-wir-muessen-ueber-die-unsichtbare-epidemie-sprechen-a-7bb44866-0d26-4951-9417-a1dee2b94708,8fdf80,0,2025-04-04T10:33:00+02:00,True,,+Rauchen_ Val Kilmer und David Lynch sind tot - wir müssen über die unsichtbare Epidemie sprechen_8fdf80.html
"Berghain_ Forscher erklären, warum nicht jeder reinkommt",https://www.spiegel.de/wissenschaft/mensch/berghain-forscher-erklaeren-warum-nicht-jeder-reinkommt-a-4aa19e43-3e1a-4b02-b585-211caccc1aaf,37144c,0,2025-03-22T11:47:00+01:00,False,"Berghain_ Forscher erklären, warum nicht jeder reinkommt_37144c.txt","Berghain_ Forscher erklären, warum nicht jeder reinkommt_37144c.html"
+Funde in Bayern und anderen Regionen Europas_ Das Rätsel um die Täfelchen aus der Bronzezeit,https://www.spiegel.de/wissenschaft/funde-in-bayern-und-anderen-regionen-europas-das-raetsel-um-die-taefelchen-aus-der-bronzezeit-a-38b08ca2-503f-4117-8bb1-c1777990a7dc,ec1058,0,2025-03-06T14:36:00+01:00,True,,+Funde in Bayern und anderen Regionen Europas_ Das Rätsel um die Täfelchen aus der Bronzezeit_ec1058.html
"Blue Ghost, Athena & Co. auf dem Mond_ Das neue Weltraum-Wettrennen",https://www.spiegel.de/wissenschaft/blue-ghost-athena-co-auf-dem-mond-das-neue-weltraum-wettrennen-a-98b4ddba-1886-463d-96f5-f98a0338eacf,037c3d,0,2025-03-11T19:58:00+01:00,False,"Blue Ghost, Athena & Co. auf dem Mond_ Das neue Weltraum-Wettrennen_037c3d.txt","Blue Ghost, Athena & Co. auf dem Mond_ Das neue Weltraum-Wettrennen_037c3d.html"
Megalodon_ Urzeit-Hai war überraschend schlank,https://www.spiegel.de/wissenschaft/megalodon-urzeit-hai-war-ueberraschend-schlank-a-4c1ce246-58d0-4892-a426-8c886568cedf,1b495d,0,2025-03-10T18:19:00+01:00,False,Megalodon_ Urzeit-Hai war überraschend schlank_1b495d.txt,Megalodon_ Urzeit-Hai war überraschend schlank_1b495d.html
"Alena Buyx über selbstbestimmtes Sterben, die Gesichter der Corona-Pandemie - Lese-Empfehlungen",https://www.spiegel.de/wissenschaft/mensch/alena-buyx-ueber-selbstbestimmtes-sterben-die-gesichter-der-corona-pandemie-lese-empfehlungen-a-9511651a-7518-46e5-9b78-58bfeb55578f,6b3a38,0,2025-03-22T06:54:00+01:00,False,"Alena Buyx über selbstbestimmtes Sterben, die Gesichter der Corona-Pandemie - Lese-Empfehlungen_6b3a38.txt","Alena Buyx über selbstbestimmtes Sterben, die Gesichter der Corona-Pandemie - Lese-Empfehlungen_6b3a38.html"
+Waffen_ Kann Europa militärisch gegen Russland bestehen_,https://www.spiegel.de/wissenschaft/technik/waffen-kann-europa-militaerisch-gegen-russland-bestehen-a-1ce6ebaf-7382-4f36-abdc-4c47461143e4,772a4c,0,2025-03-29T09:21:00+01:00,True,,+Waffen_ Kann Europa militärisch gegen Russland bestehen__772a4c.html
